Event/I:Status/I:Charge/D:A/D:Tau_rise/D:Tau_fall/D:Start/D:Pedestal/D
0	0	1.79627	0.306926	0.584901	6.70913	521.845	0.466192
1	0	1.76924	0.336011	1.16859	6.67384	482.626	0.448711
2	0	1.84809	0.412051	1.47111	6.11097	470.01	0.45325
3	0	1.53446	0.202927	0.306352	8.56938	516.839	0.44732
4	0	1.50984	0.212151	0.660739	8.31636	502.765	0.444129
5	0	1.27621	1.94717	2.16625	2.82236	500.4	0.457536
6	0	0.961412	3.48163	1.32127	1.59741	505.907	0.436747
7	0	1.74901	0.30841	1.02247	6.96809	495.776	0.457527
8	0	1.53106	1.95469	2.37379	3.16123	505.411	0.448846
9	0	0.761902	2.53758	1.33384	1.63411	518.054	0.449247
10	0	1.33283	0.247859	0.12385	5.61706	563.14	0.464853
11	0	1.54834	0.257571	0.406044	6.66759	512.895	0.45645
12	0	0.848613	2.04166	1.53847	1.95416	382.078	0.456498
13	0	1.38383	0.236887	0.666892	6.75551	500.34	0.452596
14	0	1.75341	0.256588	0.592081	7.95536	505.188	0.455268
15	0	1.28337	0.443141	0.168187	3.06881	502.459	0.447405
16	0	1.15757	1.08731	1.53669	2.60213	517.744	0.456381
17	0	1.57218	0.257186	0.695179	7.13648	493.445	0.455923
18	0	0.982874	0.250087	0.171074	4.14193	509.347	0.449129
19	0	2.02521	0.153509	0.135222	20.3885	506.016	0.457492
20	0	1.48713	0.227962	0.693378	7.70359	495.415	0.447417
21	0	1.29511	1.55292	1.98644	2.82157	499.047	0.458717
22	0	1.15803	0.351752	0.631313	3.93988	533.977	0.445737
23	0	1.14683	0.308847	0.414797	4.15195	474.631	0.44692
24	0	1.67298	0.244026	0.213753	7.46837	539.049	0.441939
25	0	0.742849	0.377702	0.68131	2.64887	594.068	0.449977
26	0	2.82192	0.536263	0.670119	6.15528	498.735	0.442755
27	0	1.70343	1.37991	4.6553	5.97653	501.346	0.44114
28	0	0.614953	0.673892	0.834325	1.7469	523.811	0.438334
29	1	1.58436	0.308928	0.00909633	5.23923	488.606	0.456922
30	0	1.90699	0.224981	0.740978	10.8145	430.513	0.462492
31	0	1.16417	1.47748	1.46524	2.25347	503.174	0.435648
32	0	1.308	1.65019	2.44687	3.24196	500.229	0.448623
33	0	2.18981	2.7483	3.0963	3.9012	569.02	0.450236
34	0	2.658	0.75708	1.17599	4.7377	517.016	0.452522
35	0	1.25554	0.231541	0.732911	6.31484	496.688	0.445973
36	1	1.72038	0.238758	0.213573	7.98408	592.832	0.457846
38	0	1.15138	0.215451	0.071813	5.53105	589.423	0.436554
39	0	2.43973	0.239444	1.27804	14.2548	426.381	0.452818
40	0	1.38958	1.68726	2.89762	3.72602	513.053	0.441398
41	1	1.1181	0.316467	0.00732859	3.5851	580.832	0.450826
42	0	1.30322	0.408534	1.68399	4.92388	481.486	0.457018
43	0	1.95213	2.11019	2.86575	3.79993	484.615	0.451686
44	0	1.6307	2.21247	2.6955	3.43683	482.893	0.446038
45	0	1.48469	0.348316	0.98387	5.37624	429.908	0.443456
46	0	1.33574	0.195775	0.0534638	7.31629	503.051	0.448193
47	1	1.66446	0.212718	0.0802254	8.67549	454.073	0.453982
48	0	1.45874	0.278508	0.151308	5.51737	505.845	0.447775
49	0	1.25518	0.335132	0.628899	4.41083	516.367	0.447832
50	0	1.01055	0.255748	0.0310475	3.99776	484.111	0.451375
51	0	1.626	0.508283	1.23971	4.47071	519.161	0.462585
52	0	1.45131	0.24472	0.125222	6.25084	519.719	0.448992
53	1	2.00236	0.221518	0.159678	10.5311	505.423	0.456365
54	0	0.50636	1.3426	0.632816	1.00998	517.654	0.441606
55	0	1.16302	1.19788	1.52044	2.49177	498.642	0.450577
56	0	0.929237	0.254401	0.503453	4.17968	329.072	0.448236
57	1	1.44379	0.220742	0.233641	7.17888	493.131	0.439361
58	0	1.1596	0.205848	0.340241	6.25298	511.518	0.448201
59	0	1.37979	0.241572	0.315513	6.32171	524.219	0.444594
60	0	0.765957	0.343358	0.0185349	2.24957	486.773	0.445884
61	1	0.815357	0.307194	0.404468	3.06173	490.973	0.438017
62	0	1.33346	2.81855	1.50804	1.98118	518.929	0.452898
63	0	0.883941	0.494011	0.863828	2.65398	520.657	0.44426
64	1	0.757061	0.216703	0.169639	3.69158	346.371	0.434857
65	0	0.75009	0.33687	0.0754683	2.3023	479.873	0.456402
66	0	0.988279	0.68434	1.06888	2.51396	425.782	0.451453
67	0	0.986239	1.54954	1.5635	2.20005	458.439	0.455143
68	0	1.99647	0.472082	1.51	5.89916	466.088	0.469178
69	0	1.40491	0.336851	0.465732	4.68772	517.272	0.443164
70	0	0.741318	2.81701	1.34419	1.60736	394.011	0.446028
71	0	1.77911	0.281003	1.99552	10.163	439.071	0.462255
72	1	0.978613	0.236473	0.138602	4.31133	521.199	0.448684
73	0	2.92717	0.96835	5.71042	9.39096	561.083	0.455933
74	0	0.660834	1.38488	1.52032	1.99754	500.043	0.432418
75	1	1.10026	0.419004	1.36212	4.0124	509.12	0.446645
76	0	1.76385	0.207124	0.874642	10.576	553.073	0.453748
77	1	1.40341	0.170784	0.00552165	9.02109	502.715	0.455197
78	0	0.51194	0.238795	0.332562	2.4787	570.291	0.45364
79	0	1.5467	0.234859	0.889142	7.82078	610.077	0.444002
81	0	1.36142	0.262409	0.407512	5.72031	515.871	0.46146
82	0	0.882713	0.227051	0.37753	4.29201	463.06	0.452423
83	0	1.61465	1.37028	2.89631	4.09104	491.836	0.44862
84	0	1.13863	1.29279	2.12978	3.01205	433.254	0.439824
85	1	1.55481	0.190117	0.096035	9.23403	430.631	0.447142
86	0	0.830914	0.278416	0.312122	3.30141	502.537	0.441547
87	0	0.7824	2.19529	1.31402	1.67043	463.291	0.457311
88	1	1.46488	0.28298	0.665166	6.01533	565.055	0.441626
89	0	0.839912	1.43155	1.51976	2.10669	559.579	0.452093
90	0	0.493985	0.303328	0.129567	1.75814	543.715	0.45685
91	1	2.13972	889.391	35.1733	35.1882	478.632	0.44718
92	1	1.22042	0.180367	0.138797	7.36394	484.839	0.465035
93	0	1.11731	0.305022	0.53462	4.22281	518.085	0.442131
94	0	0.544786	2.3906	0.861714	1.0896	516.253	0.457802
95	0	1.56644	0.246716	0.324154	7.02375	493.057	0.451853
96	0	1.24191	0.581627	1.65598	3.80175	587.274	0.447975
97	0	0.523421	2.28014	0.878772	1.10833	331.002	0.44717
98	0	1.50502	0.316603	0.511385	5.38005	507.024	0.450004
99	0	1.31214	0.634114	1.93551	4.0282	517.275	0.45647
100	0	1.03887	1.81532	2.19338	2.76627	480.352	0.441939
101	0	1.19429	0.341294	0.526968	4.04536	489.433	0.452442
102	0	1.71264	0.432211	1.37713	5.44348	520.968	0.447711
103	0	1.92791	0.270056	1.05683	8.87861	488.907	0.473827
104	0	1.34091	0.199295	0.0800512	7.16836	505.983	0.453324
105	0	1.14659	0.667732	0.98293	2.70098	523.13	0.447669
106	0	1.41593	0.268054	0.654299	6.11671	495.474	0.453694
107	0	1.58048	0.234903	0.0248997	7.07159	492.109	0.453039
108	0	1.07838	1.24524	1.32889	2.19499	516.851	0.444696
109	0	1.72205	1.64004	2.26255	3.3163	521.483	0.450093
110	0	1.87568	0.359003	1.11168	6.56889	513.644	0.46905
111	0	1.65608	2.08515	2.67188	3.46994	506.899	0.454079
113	0	2.20808	0.592584	0.739823	4.51569	530.379	0.43881
114	0	1.3136	0.348442	1.04306	4.86195	496.542	0.448122
115	0	1.45075	0.20134	1.01353	8.96646	306.342	0.465037
116	0	1.57378	0.376384	1.08394	5.36123	498.91	0.450964
117	0	3.82651	0.179026	0.316571	29978.2	505.719	0.455879
118	0	0.580696	1.57698	0.981924	1.35017	460.948	0.456267
119	0	1.38519	0.690426	2.04818	4.07116	501.697	0.451059
120	0	1.69249	0.697285	2.46974	4.93528	500.755	0.455508
121	0	1.7629	0.306098	1.06185	7.1114	526.62	0.452619
122	0	1.3989	0.34368	1.08817	5.24467	441.975	0.451846
123	0	1.38805	0.196865	0.0490423	7.70751	450.74	0.43195
124	0	1.17396	1.8606	1.88054	2.51192	524.599	0.441585
125	0	1.73182	0.253841	0.0640525	7.22309	513.021	0.462863
126	0	1.70065	0.215862	0.29818	9.02832	492.256	0.446769
127	0	1.70798	0.823513	2.5516	4.66087	443.163	0.452639
