Event/I:Status/I:my_charge/D:A/D:Tau_rise/D:Tau_dec/D:Start/D:Pedestal/D
0	0	0.467085	0.190913	0.0653916	2.51198	515.506	0.442813
1	0	0.846348	0.175553	0.158169	4.98016	492.361	0.4468
2	0	0.75768	0.162594	0.441104	5.10198	408.958	0.462418
3	0	0.950994	0.176306	0.109669	5.50594	505.091	0.447603
4	0	0.879482	0.177891	0.0928277	5.0378	577.16	0.465903
5	0	0.836082	0.175483	0.0296497	4.79471	911.99	0.441127
6	0	0.45003	0.181135	0.031284	2.51578	522.837	0.444195
7	0	0.874057	0.177168	0.134185	5.06871	520.94	0.473861
8	0	1.55529	0.319628	0.0947686	4.96128	885.046	0.469772
9	0	0.618838	0.182945	0.132346	3.51501	810.849	0.471735
10	0	0.82441	0.146514	0.117665	5.74773	424.949	0.465033
11	0	0.83468	0.198592	0.120029	4.32318	517.982	0.447718
12	0	0.916235	0.146257	0.06862	6.34075	439.315	0.442485
13	0	1.02453	0.185912	0.124266	5.63695	232.877	0.468523
14	0	0.689201	0.164624	0.0934832	4.28019	524.19	0.470179
15	0	1.29583	0.119217	0.74353	11.906	602.891	0.455017
16	0	1.28717	0.22594	0.68091	6.38428	445.939	0.44894
17	0	0.78885	0.168252	0.249441	4.9386	451.888	0.441663
18	0	0.953997	0.19711	0.450794	5.29227	520.948	0.46221
19	0	0.761308	0.220954	0.233415	3.679	501.866	0.443858
20	0	0.619038	0.169055	0.160146	3.82194	736.444	0.436549
21	0	0.74868	0.155417	0.0323195	4.8504	500.991	0.446285
22	0	0.827973	0.185258	0.0820036	4.55168	501.225	0.456503
23	4	0.456452	0.182355	0.0277097	2.5308	555.611	0.454874
24	0	0.811775	0.200401	0.115436	4.16632	515.956	0.455361
25	0	0.680391	0.15271	0.11377	4.56969	588.072	0.46235
26	0	0.789986	0.138845	0.101919	5.79587	516.168	0.463122
27	0	0.758584	0.22005	0.0853862	3.53273	135.953	0.449463
28	0	0.596915	0.136333	0.0495223	4.42825	876.482	0.465074
29	0	0.782999	0.132149	1.01034	6.94972	500.985	0.46385
30	0	0.933178	0.170254	0.100126	5.58375	513.045	0.470245
31	0	0.9177	0.16132	0.0982027	5.78986	472.119	0.463204
32	4	0.571749	0.213539	0.0285638	2.70605	511.249	0.438002
33	0	0.778394	0.161688	0.121027	4.93601	517.927	0.472985
34	0	1.58687	0.317975	0.162061	5.15333	287.383	0.476282
35	4	0.536396	0.146658	0.0295481	3.68702	540.962	0.4608
